epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
56,321.332,0.65522,0.68687,0.99087,0.87426,0.84939,0.87406,0.70597,0.64029,0.58605,0.91117,0.000569375,0.000569375,0.000569375
57,327.018,0.63202,0.66778,0.96621,0.82147,0.83051,0.85987,0.70855,0.63054,0.62585,0.89972,0.000557,0.000557,0.000557
58,332.683,0.64741,0.64705,0.9849,0.83877,0.82362,0.88853,0.70459,0.69075,0.59961,0.90802,0.000544625,0.000544625,0.000544625
59,338.385,0.63021,0.64894,0.9598,0.87068,0.86164,0.88476,0.69624,0.76584,0.60947,0.90906,0.00053225,0.00053225,0.00053225
60,344.046,0.65434,0.64093,1.00183,0.87012,0.87602,0.88324,0.70188,0.71728,0.58341,0.91672,0.000519875,0.000519875,0.000519875
61,349.712,0.67846,0.68966,0.98598,0.82617,0.89135,0.88631,0.72418,0.65162,0.5828,0.91332,0.0005075,0.0005075,0.0005075
62,355.549,0.62496,0.61666,0.95773,0.85673,0.88063,0.89717,0.73733,0.64867,0.56027,0.90462,0.000495125,0.000495125,0.000495125
63,361.303,0.6214,0.65121,0.96752,0.8376,0.86227,0.86452,0.71581,0.62646,0.58482,0.9071,0.00048275,0.00048275,0.00048275
64,367,0.62157,0.60824,0.95813,0.84264,0.85265,0.86874,0.71716,0.62379,0.58542,0.90191,0.000470375,0.000470375,0.000470375
65,372.715,0.62274,0.71054,0.99619,0.84375,0.86308,0.86596,0.7072,0.6168,0.59554,0.89026,0.000458,0.000458,0.000458
66,378.588,0.63341,0.603,1.01695,0.87199,0.85926,0.87611,0.72038,0.64068,0.5768,0.90153,0.000445625,0.000445625,0.000445625
67,385.056,0.62483,0.6152,0.97974,0.84885,0.84572,0.87624,0.7166,0.66303,0.60042,0.90792,0.00043325,0.00043325,0.00043325
68,391.198,0.60853,0.60312,0.95566,0.87922,0.85363,0.89042,0.72682,0.62683,0.56028,0.90315,0.000420875,0.000420875,0.000420875
69,397.079,0.61662,0.57002,0.94875,0.84049,0.88251,0.88727,0.73818,0.59424,0.55342,0.89657,0.0004085,0.0004085,0.0004085
70,402.852,0.6838,0.63118,0.99501,0.9193,0.80506,0.88068,0.72297,0.61783,0.56986,0.90296,0.000396125,0.000396125,0.000396125
71,408.516,0.626,0.58992,0.94888,0.8571,0.90172,0.88892,0.73459,0.60596,0.53609,0.89101,0.00038375,0.00038375,0.00038375
72,414.175,0.58761,0.5843,0.95017,0.83506,0.86957,0.88323,0.73076,0.63186,0.5337,0.90188,0.000371375,0.000371375,0.000371375
73,419.819,0.57856,0.58273,0.93359,0.87139,0.87955,0.8963,0.73976,0.62234,0.52231,0.90097,0.000359,0.000359,0.000359
74,425.558,0.57677,0.5743,0.93949,0.86073,0.88963,0.86992,0.72527,0.63733,0.55138,0.89299,0.000346625,0.000346625,0.000346625
75,431.348,0.58375,0.58522,0.93837,0.83648,0.89327,0.88383,0.73225,0.59105,0.52957,0.89206,0.00033425,0.00033425,0.00033425
76,437.187,0.56676,0.58163,0.95962,0.87589,0.87195,0.88212,0.73749,0.5841,0.53436,0.88844,0.000321875,0.000321875,0.000321875
77,442.955,0.57594,0.57753,0.9357,0.87387,0.88316,0.8973,0.74868,0.58153,0.52726,0.88765,0.0003095,0.0003095,0.0003095
78,448.721,0.56497,0.52184,0.93088,0.86175,0.89296,0.90296,0.75618,0.57879,0.52338,0.88337,0.000297125,0.000297125,0.000297125
79,454.456,0.5485,0.54939,0.93,0.82784,0.85273,0.88376,0.73331,0.6014,0.56019,0.88668,0.00028475,0.00028475,0.00028475
80,460.154,0.55664,0.54389,0.9348,0.85522,0.84629,0.88589,0.73384,0.60645,0.56638,0.88505,0.000272375,0.000272375,0.000272375
81,465.814,0.53744,0.54351,0.92889,0.87807,0.83898,0.8955,0.75417,0.56752,0.52872,0.88054,0.00026,0.00026,0.00026
82,471.549,0.5533,0.55657,0.93654,0.8366,0.86852,0.87243,0.73763,0.56425,0.53198,0.87772,0.000247625,0.000247625,0.000247625
83,477.265,0.54279,0.55038,0.93074,0.81974,0.88405,0.88158,0.73081,0.57747,0.55618,0.87989,0.00023525,0.00023525,0.00023525
84,482.906,0.56573,0.53113,0.93801,0.85426,0.87006,0.88973,0.73403,0.61534,0.53264,0.88601,0.000222875,0.000222875,0.000222875
85,488.611,0.54803,0.56837,0.94073,0.86935,0.82759,0.8741,0.73429,0.56903,0.52215,0.87629,0.0002105,0.0002105,0.0002105
86,494.311,0.54278,0.54415,0.92428,0.85525,0.8512,0.86577,0.72896,0.58241,0.53677,0.87594,0.000198125,0.000198125,0.000198125
87,499.994,0.54229,0.52472,0.92835,0.86646,0.85784,0.8838,0.74104,0.60564,0.52176,0.88071,0.00018575,0.00018575,0.00018575
88,505.715,0.54012,0.58408,0.94945,0.88261,0.87263,0.88952,0.75071,0.57288,0.52729,0.88381,0.000173375,0.000173375,0.000173375
89,511.434,0.54727,0.51463,0.92272,0.86918,0.86184,0.88953,0.75312,0.56294,0.53565,0.87584,0.000161,0.000161,0.000161
90,517.056,0.5329,0.51347,0.91276,0.85346,0.86734,0.87969,0.73437,0.58273,0.54268,0.88027,0.000148625,0.000148625,0.000148625
91,549.816,0.65024,0.59412,0.97771,0.88165,0.83519,0.88561,0.73531,0.58818,0.5134,0.88195,0.00013625,0.00013625,0.00013625
92,555.53,0.65421,0.60743,0.98635,0.86482,0.87068,0.89691,0.74369,0.58053,0.51524,0.87776,0.000123875,0.000123875,0.000123875
93,561.117,0.57831,0.44758,0.8871,0.87975,0.84774,0.89388,0.74677,0.57764,0.51706,0.87692,0.0001115,0.0001115,0.0001115
94,566.667,0.56973,0.44993,0.89894,0.8498,0.86724,0.89295,0.7485,0.58034,0.52086,0.87663,9.9125e-05,9.9125e-05,9.9125e-05
95,572.18,0.56235,0.51647,0.9099,0.85902,0.84436,0.88669,0.73956,0.58969,0.52701,0.87355,8.675e-05,8.675e-05,8.675e-05
96,577.761,0.57648,0.41693,0.89238,0.86046,0.86476,0.88511,0.74422,0.57052,0.52557,0.87092,7.4375e-05,7.4375e-05,7.4375e-05
97,583.295,0.54908,0.44163,0.88164,0.8556,0.86572,0.88658,0.7467,0.57552,0.52862,0.87303,6.2e-05,6.2e-05,6.2e-05
98,588.799,0.57147,0.41204,0.88913,0.86233,0.8611,0.89042,0.74976,0.57254,0.52151,0.87697,4.9625e-05,4.9625e-05,4.9625e-05
99,594.319,0.56108,0.41093,0.88313,0.86033,0.86358,0.8921,0.75255,0.58665,0.52163,0.87808,3.725e-05,3.725e-05,3.725e-05
100,599.92,0.55635,0.40806,0.88155,0.86939,0.86203,0.89257,0.75464,0.56688,0.51634,0.87464,2.4875e-05,2.4875e-05,2.4875e-05
