Yellow Robot	Blue Robot	Ball
(0, 0)	(1115.9736328125, 375.89239501953125)	(0, 0)
(0, 0)	(1115.02294921875, 376.75146484375)	(0, 0)
(0, 0)	(1116.2237548828125, 380.02099609375)	(0, 0)
(0, 0)	(1116.9354248046875, 381.5878601074219)	(0, 0)
(0, 0)	(1116.191162109375, 382.3260192871094)	(0, 0)
(0, 0)	(1111.807861328125, 381.7057189941406)	(0, 0)
(0, 0)	(1115.431884765625, 383.3791809082031)	(0, 0)
(0, 0)	(1115.1929931640625, 383.2000732421875)	(0, 0)
(0, 0)	(1114.0460205078125, 382.03253173828125)	(0, 0)
(0, 0)	(1112.80029296875, 382.1185302734375)	(0, 0)
(0, 0)	(1116.2977294921875, 383.8938903808594)	(0, 0)
(0, 0)	(1115.5592041015625, 385.4153137207031)	(0, 0)
(0, 0)	(1117.455810546875, 384.14874267578125)	(0, 0)
(0, 0)	(1114.18505859375, 381.6360778808594)	(0, 0)
(0, 0)	(1108.0765380859375, 380.0141906738281)	(0, 0)
(0, 0)	(1110.459228515625, 379.7309265136719)	(0, 0)
(0, 0)	(1117.59765625, 378.4237976074219)	(0, 0)
(0, 0)	(1121.7127685546875, 380.1351623535156)	(0, 0)
(0, 0)	(1122.07177734375, 381.07318115234375)	(0, 0)
(0, 0)	(1122.580078125, 380.96417236328125)	(0, 0)
(0, 0)	(1118.57763671875, 380.11773681640625)	(0, 0)
(0, 0)	(1113.3017578125, 379.8211975097656)	(0, 0)
(0, 0)	(1112.6953125, 379.1238098144531)	(0, 0)
(0, 0)	(1115.12451171875, 381.145263671875)	(0, 0)
(0, 0)	(1100.5970458984375, 379.55511474609375)	(0, 0)
(0, 0)	(1097.192626953125, 376.6092224121094)	(0, 0)
(0, 0)	(1098.540283203125, 377.97381591796875)	(0, 0)
(0, 0)	(1101.8099365234375, 383.1138610839844)	(0, 0)
(0, 0)	(1103.3551025390625, 385.9989318847656)	(0, 0)
(0, 0)	(1100.5513916015625, 387.2019348144531)	(0, 0)
(0, 0)	(1099.015869140625, 386.2210998535156)	(0, 0)
(0, 0)	(1096.488037109375, 385.2061462402344)	(0, 0)
(0, 0)	(1094.45166015625, 389.3765869140625)	(0, 0)
(0, 0)	(1094.67529296875, 390.517333984375)	(0, 0)
(0, 0)	(1097.4822998046875, 392.9277648925781)	(0, 0)
(0, 0)	(1098.7777099609375, 397.12628173828125)	(0, 0)
(0, 0)	(1100.667724609375, 400.3032531738281)	(0, 0)
(0, 0)	(1098.2408447265625, 400.8396911621094)	(0, 0)
(0, 0)	(1096.8717041015625, 399.8799133300781)	(0, 0)
(0, 0)	(1080.37109375, 398.318359375)	(0, 0)
(0, 0)	(1078.6114501953125, 398.0025939941406)	(0, 0)
(0, 0)	(1068.885498046875, 394.1246032714844)	(0, 0)
(0, 0)	(1044.757568359375, 390.41497802734375)	(0, 0)
(0, 0)	(1030.7784423828125, 390.6315002441406)	(0, 0)
(0, 0)	(1016.8509521484375, 390.12615966796875)	(0, 0)
(0, 0)	(999.4295043945312, 389.5523681640625)	(1466.0755615234375, 837.1529541015625)
(0, 0)	(990.0154418945312, 392.20391845703125)	(1449.502197265625, 838.1476440429688)
(0, 0)	(966.8174438476562, 390.5704345703125)	(1434.1251220703125, 835.25244140625)
(0, 0)	(948.9736328125, 389.00689697265625)	(1413.00390625, 831.8428955078125)
(0, 0)	(934.8878784179688, 391.4271545410156)	(1386.2186279296875, 830.4140014648438)
(0, 0)	(912.9671630859375, 389.41015625)	(1364.7310791015625, 828.5864868164062)
(0, 0)	(902.3258056640625, 390.46905517578125)	(1343.5294189453125, 826.1294555664062)
(0, 0)	(875.0669555664062, 385.69854736328125)	(1314.15478515625, 819.7322387695312)
(0, 0)	(862.1244506835938, 380.1671447753906)	(1290.9881591796875, 812.9390869140625)
(0, 0)	(847.2010498046875, 373.2550048828125)	(1266.752197265625, 807.5652465820312)
(0, 0)	(843.5904541015625, 371.8453674316406)	(1248.6812744140625, 805.3017578125)
(0, 0)	(830.232421875, 370.5111083984375)	(1223.31005859375, 802.6666259765625)
(0, 0)	(811.8497314453125, 370.0583190917969)	(1199.2464599609375, 797.916015625)
(0, 0)	(808.700439453125, 370.0628967285156)	(1194.419921875, 796.1408081054688)
(0, 0)	(791.5759887695312, 362.2430419921875)	(1174.1435546875, 789.6162719726562)
(0, 0)	(771.4747924804688, 356.08209228515625)	(1149.648681640625, 783.6288452148438)
(0, 0)	(740.6436767578125, 348.4595031738281)	(1123.077880859375, 778.5951538085938)
(0, 0)	(719.7232666015625, 345.7814025878906)	(1098.654052734375, 774.3399047851562)
(0, 0)	(700.9883422851562, 345.37164306640625)	(1077.222412109375, 768.9412231445312)
(0, 0)	(687.7908935546875, 344.7984619140625)	(1055.3255615234375, 763.0148315429688)
(0, 0)	(677.0014038085938, 345.5306091308594)	(1038.1678466796875, 758.0963745117188)
(0, 0)	(660.7194213867188, 344.35504150390625)	(1018.0365600585938, 751.8235473632812)
(1468.8826904296875, 1146.1593017578125)	(649.5528564453125, 342.6878967285156)	(1002.9630126953125, 747.1495361328125)
(1444.4532470703125, 1135.95166015625)	(624.8893432617188, 339.46728515625)	(979.3721313476562, 738.6865234375)
(1416.1839599609375, 1127.3177490234375)	(605.9586181640625, 336.4058532714844)	(957.7219848632812, 733.1558227539062)
(1388.706298828125, 1120.360595703125)	(592.8880615234375, 332.82147216796875)	(941.8878173828125, 727.643798828125)
(1466.94384765625, 388.3792419433594)	(588.2470703125, 330.4095153808594)	(932.7659912109375, 723.5487060546875)
(1450.13232421875, 385.05511474609375)	(580.0359497070312, 326.19439697265625)	(919.0422973632812, 718.0985107421875)
(1429.8779296875, 383.2806396484375)	(567.2245483398438, 325.9610900878906)	(904.7579345703125, 714.4447021484375)
(1410.3023681640625, 377.9599609375)	(557.0192260742188, 321.78594970703125)	(892.0144653320312, 708.003173828125)
(1391.1363525390625, 372.287109375)	(548.0614013671875, 317.6914367675781)	(880.4775390625, 702.24951171875)
(1373.1795654296875, 368.6629638671875)	(539.7203369140625, 313.216796875)	(870.937255859375, 697.8265380859375)
(1352.9039306640625, 366.4898681640625)	(529.90869140625, 310.7732849121094)	(857.7060546875, 691.9970703125)
(1336.0567626953125, 363.751708984375)	(521.4599609375, 309.6617431640625)	(846.7462768554688, 688.6642456054688)
(1321.1134033203125, 360.8564758300781)	(516.0181274414062, 307.18634033203125)	(839.9013061523438, 684.4599609375)
(1307.22607421875, 362.4322814941406)	(510.8064270019531, 308.47747802734375)	(830.5175170898438, 684.7061767578125)
(1288.114013671875, 361.4544677734375)	(501.1483459472656, 306.21466064453125)	(819.5526733398438, 683.31298828125)
(1286.8974609375, 361.1987609863281)	(499.8425598144531, 305.2931823730469)	(819.19287109375, 682.8267211914062)
(1275.187255859375, 359.6872863769531)	(496.2099304199219, 302.3425598144531)	(811.788330078125, 679.283447265625)
(1263.821533203125, 358.25390625)	(491.1448669433594, 300.11968994140625)	(803.9768676757812, 678.5700073242188)
(1250.4547119140625, 354.10638427734375)	(482.8085021972656, 294.8113708496094)	(796.642822265625, 675.4762573242188)
(1239.3592529296875, 353.26861572265625)	(477.094970703125, 293.5221252441406)	(788.8665771484375, 670.0673217773438)
(1227.2606201171875, 352.44073486328125)	(469.4302062988281, 292.9753112792969)	(779.3350219726562, 670.7216796875)
(1214.84716796875, 350.7698974609375)	(460.55426025390625, 291.2116394042969)	(772.2330322265625, 670.4786376953125)
(1203.3233642578125, 348.3880920410156)	(455.4496765136719, 289.6534423828125)	(764.856201171875, 668.4107055664062)
(1193.466552734375, 347.93408203125)	(452.89776611328125, 289.4028015136719)	(759.8128662109375, 667.8943481445312)
(1181.7745361328125, 349.38232421875)	(446.4764099121094, 294.1084289550781)	(753.8226928710938, 670.546875)
(1168.0618896484375, 349.8730163574219)	(439.384765625, 295.61505126953125)	(745.1138916015625, 671.3438720703125)
(1157.2984619140625, 350.0504150390625)	(431.8362731933594, 296.35870361328125)	(735.7913208007812, 673.190185546875)
(1148.9884033203125, 348.8885803222656)	(428.311767578125, 295.6120910644531)	(730.98046875, 671.2478637695312)
(1144.6246337890625, 346.81591796875)	(428.3135986328125, 293.83355712890625)	(730.1759033203125, 669.612060546875)
(1140.4342041015625, 345.9425964355469)	(428.384033203125, 293.20819091796875)	(729.1552124023438, 668.7364501953125)
(1144.26513671875, 344.0352783203125)	(426.7091064453125, 291.0604553222656)	(731.840087890625, 666.63232421875)
(1146.1845703125, 342.45904541015625)	(425.75103759765625, 289.721435546875)	(731.9998779296875, 664.9108276367188)
(1144.7366943359375, 343.98406982421875)	(424.6686096191406, 290.1080627441406)	(731.877685546875, 666.4910888671875)
(1150.2965087890625, 345.7895812988281)	(428.01116943359375, 292.1946716308594)	(737.4605712890625, 669.0193481445312)
(1153.740234375, 347.1138916015625)	(428.5416564941406, 292.53167724609375)	(740.6558837890625, 670.3878784179688)
(1155.408935546875, 346.7290344238281)	(428.3459167480469, 289.74609375)	(741.6642456054688, 671.68994140625)
(1155.3033447265625, 344.9664306640625)	(427.0550537109375, 285.9128723144531)	(742.3898315429688, 672.5098266601562)
(1148.80224609375, 342.99322509765625)	(420.77325439453125, 281.9170837402344)	(736.664306640625, 672.65380859375)
(1142.41259765625, 343.45379638671875)	(418.052490234375, 277.8450012207031)	(733.037109375, 673.5997314453125)
(1139.125244140625, 345.3442687988281)	(420.3887634277344, 278.52362060546875)	(733.2735595703125, 676.5230712890625)
(1135.824951171875, 344.2192687988281)	(418.9884033203125, 276.2290344238281)	(730.8408813476562, 674.9847412109375)
(1138.017578125, 339.8316955566406)	(416.7286071777344, 271.0412292480469)	(732.7219848632812, 671.8067626953125)
(1141.8438720703125, 335.9302978515625)	(419.2230529785156, 266.39544677734375)	(735.83544921875, 671.6524658203125)
(1138.78955078125, 333.4525451660156)	(416.2557678222656, 261.99346923828125)	(734.1559448242188, 669.7254028320312)
(1138.00439453125, 333.0691833496094)	(415.39898681640625, 260.7948913574219)	(733.6607666015625, 669.3800048828125)
(1138.1326904296875, 335.74749755859375)	(415.9941711425781, 264.4355163574219)	(735.0214233398438, 671.5382080078125)
(1138.5875244140625, 337.9320068359375)	(417.30914306640625, 266.3747253417969)	(736.9564208984375, 673.8096313476562)
(1141.724365234375, 337.4172668457031)	(416.6522216796875, 267.4518737792969)	(738.62353515625, 675.983642578125)
(1143.72216796875, 336.41778564453125)	(415.56866455078125, 266.6318664550781)	(740.697265625, 675.6817626953125)
(1142.910888671875, 336.7544860839844)	(416.40423583984375, 266.49884033203125)	(740.9462890625, 675.9812622070312)
(1140.2457275390625, 336.14056396484375)	(413.6529541015625, 265.6379089355469)	(737.8306884765625, 675.8214111328125)
(1134.814453125, 337.3465576171875)	(410.5604248046875, 267.1601257324219)	(736.3206176757812, 678.010986328125)
(1133.3043212890625, 336.88555908203125)	(410.10333251953125, 266.1229248046875)	(736.2262573242188, 679.654052734375)
(1133.0107421875, 334.9391174316406)	(409.82891845703125, 264.9099426269531)	(736.357421875, 677.8026733398438)
(1137.8480224609375, 333.6221618652344)	(411.41522216796875, 263.0240783691406)	(740.1213989257812, 673.8072509765625)
(1138.06982421875, 333.0341491699219)	(410.3818664550781, 260.2500305175781)	(741.492919921875, 669.516357421875)
(1136.1590576171875, 333.06402587890625)	(408.6585388183594, 259.778564453125)	(739.6177978515625, 668.39892578125)
(1132.63623046875, 336.7053527832031)	(406.927978515625, 263.36651611328125)	(738.9566650390625, 670.3773803710938)
(1129.150146484375, 338.63995361328125)	(406.62396240234375, 264.3131408691406)	(737.7243041992188, 672.0128784179688)
(1130.317626953125, 341.4992370605469)	(405.91400146484375, 267.49896240234375)	(739.2904663085938, 674.3690795898438)
(1133.041259765625, 342.61334228515625)	(406.1730651855469, 269.7167663574219)	(740.4186401367188, 677.4935302734375)
(1135.4029541015625, 339.8470458984375)	(404.973876953125, 267.1643981933594)	(741.69287109375, 674.997314453125)
(1136.64404296875, 337.1429443359375)	(404.1667785644531, 264.3269348144531)	(742.2802124023438, 673.7236328125)
(1137.7606201171875, 335.21856689453125)	(403.7913513183594, 261.7091064453125)	(744.2002563476562, 672.6343383789062)
(1134.2003173828125, 335.6219787597656)	(401.0552673339844, 261.4041442871094)	(741.1558227539062, 673.2667236328125)
(1131.6607666015625, 335.1137390136719)	(399.0619812011719, 263.0044860839844)	(738.6251831054688, 673.9198608398438)
(1124.177978515625, 332.50274658203125)	(391.3947448730469, 262.1315612792969)	(732.8023071289062, 671.6324462890625)
(1120.732177734375, 331.05084228515625)	(391.1986389160156, 261.82293701171875)	(732.0228271484375, 671.840087890625)
(1122.0179443359375, 329.6781311035156)	(390.6573486328125, 261.02093505859375)	(732.6271362304688, 672.5770874023438)
(1123.967529296875, 329.215576171875)	(391.2771911621094, 260.94073486328125)	(733.5707397460938, 674.0220947265625)
(1123.8702392578125, 329.25689697265625)	(393.7030944824219, 261.0220947265625)	(735.869384765625, 672.80859375)
(1122.2147216796875, 330.3435974121094)	(393.6999206542969, 261.3297424316406)	(737.5802612304688, 671.8975219726562)
(1120.4482421875, 327.75347900390625)	(391.343505859375, 259.1433410644531)	(735.83935546875, 671.0538940429688)
(1119.4510498046875, 325.62841796875)	(388.6409912109375, 258.23846435546875)	(734.2478637695312, 670.2320556640625)
(1122.937255859375, 325.2890319824219)	(389.4660949707031, 257.0323486328125)	(736.3782348632812, 670.0824584960938)
(1124.23095703125, 324.8467102050781)	(388.4011535644531, 255.89573669433594)	(737.8907470703125, 669.1654663085938)
(1124.9573974609375, 325.40228271484375)	(388.3323669433594, 256.6163330078125)	(739.694091796875, 671.208740234375)
(1124.6058349609375, 325.7750244140625)	(391.4255676269531, 256.9071044921875)	(741.7321166992188, 670.8967895507812)
(1123.6461181640625, 327.5047302246094)	(390.17572021484375, 259.462158203125)	(741.0494995117188, 670.1107177734375)
(1118.14599609375, 331.3177490234375)	(389.4290466308594, 261.87701416015625)	(738.9548950195312, 672.0459594726562)
(1113.16015625, 334.9991760253906)	(386.05877685546875, 264.6578063964844)	(734.802001953125, 673.4312133789062)
(1107.31396484375, 339.53106689453125)	(384.1799011230469, 266.5048828125)	(732.153564453125, 673.0126953125)
(1105.1883544921875, 341.3801574707031)	(383.5180969238281, 267.283447265625)	(731.2191772460938, 672.947509765625)
(1103.3779296875, 343.03265380859375)	(382.4007568359375, 266.8511047363281)	(729.8959350585938, 672.0300903320312)
(1105.6005859375, 346.6866149902344)	(383.8910827636719, 267.69549560546875)	(732.6728515625, 673.0210571289062)
(1104.76953125, 349.55810546875)	(383.3035583496094, 269.00469970703125)	(732.9783325195312, 674.5260009765625)
(1104.8399658203125, 350.9461669921875)	(382.01873779296875, 268.35760498046875)	(733.3390502929688, 673.6946411132812)
(1104.028076171875, 353.2821350097656)	(382.348388671875, 266.9189147949219)	(734.5665893554688, 673.779296875)
(1102.8345947265625, 354.7426452636719)	(382.4383544921875, 266.7072448730469)	(734.7716674804688, 674.3881225585938)
(1102.10107421875, 356.4136657714844)	(384.67889404296875, 267.29864501953125)	(735.259521484375, 675.3186645507812)
(1100.190673828125, 354.9267272949219)	(380.8769836425781, 265.9374084472656)	(734.6342163085938, 674.2778930664062)
(1100.197509765625, 354.9407958984375)	(381.0559387207031, 266.5322265625)	(734.4798583984375, 675.1781616210938)
(1098.8101806640625, 354.5061340332031)	(380.0125427246094, 265.62738037109375)	(733.977783203125, 674.429443359375)
(1098.502197265625, 353.3721923828125)	(379.3313903808594, 264.8965759277344)	(733.943359375, 673.7252807617188)
(1099.817138671875, 354.2056884765625)	(380.89093017578125, 267.90216064453125)	(736.1184692382812, 673.5159301757812)
(1102.1558837890625, 353.69549560546875)	(382.2421875, 269.6318359375)	(737.2820434570312, 672.47802734375)
(1102.7066650390625, 352.0790100097656)	(382.6072692871094, 270.1572265625)	(739.2974853515625, 670.9031982421875)
(1101.189453125, 351.11376953125)	(378.9646301269531, 273.3599853515625)	(737.9130859375, 671.2644653320312)
(1101.4000244140625, 350.1160888671875)	(377.8641052246094, 276.370849609375)	(737.847412109375, 671.9559936523438)
(1102.4442138671875, 347.2037353515625)	(376.0306091308594, 275.9355773925781)	(737.7693481445312, 671.3273315429688)
(1104.84130859375, 345.5470275878906)	(376.1990966796875, 275.8182067871094)	(737.9669189453125, 672.0416870117188)
(1106.4974365234375, 343.4128723144531)	(375.8977966308594, 276.46820068359375)	(738.5902709960938, 671.9808959960938)
(1110.0157470703125, 340.3492431640625)	(374.1729736328125, 276.1030578613281)	(740.2606201171875, 671.0230712890625)
(1110.7247314453125, 337.46734619140625)	(373.2135925292969, 276.2153625488281)	(739.5881958007812, 672.0418090820312)
(1110.3983154296875, 334.72149658203125)	(373.606201171875, 275.837646484375)	(739.9883422851562, 671.4240112304688)
(1110.2337646484375, 331.52862548828125)	(374.3453369140625, 275.93951416015625)	(739.6683959960938, 671.8385009765625)
(1109.3389892578125, 329.7700500488281)	(373.46331787109375, 275.5455017089844)	(739.29541015625, 671.5908203125)
(1108.9736328125, 328.0259704589844)	(373.070068359375, 274.7611083984375)	(738.4612426757812, 670.3162231445312)
(1109.614501953125, 327.9150085449219)	(371.4471740722656, 275.5130615234375)	(737.7238159179688, 670.3848266601562)
(1109.658203125, 326.37310791015625)	(370.99273681640625, 274.8513488769531)	(736.2069702148438, 670.7133178710938)
(1110.703369140625, 324.5750427246094)	(371.243896484375, 275.82440185546875)	(736.1568603515625, 671.6414794921875)
(1109.5345458984375, 324.10614013671875)	(369.89715576171875, 276.49237060546875)	(735.6513061523438, 670.6610107421875)
(1110.0831298828125, 323.4097900390625)	(370.2237243652344, 276.37628173828125)	(736.4545288085938, 670.4038696289062)
(1109.7060546875, 323.4681091308594)	(371.047119140625, 276.07305908203125)	(737.2297973632812, 670.4158325195312)
(1108.0987548828125, 323.3359680175781)	(372.05145263671875, 276.0540466308594)	(737.6405639648438, 670.5615234375)
(1107.4482421875, 323.7257995605469)	(372.3227844238281, 276.2497253417969)	(737.6571655273438, 671.740966796875)
(1107.5330810546875, 323.5188293457031)	(371.3724365234375, 276.2822570800781)	(738.0245971679688, 670.0760498046875)
(1107.9503173828125, 324.29156494140625)	(372.5828552246094, 277.0738830566406)	(739.3431396484375, 671.3981323242188)
(1107.1607666015625, 323.78167724609375)	(371.9424133300781, 276.25726318359375)	(738.203369140625, 671.5511474609375)
(1107.0869140625, 323.64752197265625)	(372.0292053222656, 275.9746398925781)	(738.013916015625, 671.5964965820312)
(1107.2928466796875, 324.3049011230469)	(372.3263244628906, 276.7974853515625)	(738.1339721679688, 671.8648071289062)
(1106.53857421875, 325.2226867675781)	(372.78228759765625, 277.4036865234375)	(738.4518432617188, 671.9063720703125)
(1105.8441162109375, 327.59051513671875)	(373.3237609863281, 277.2710266113281)	(738.0772094726562, 672.5769653320312)
(1105.9095458984375, 330.89544677734375)	(373.41729736328125, 277.94989013671875)	(738.3721923828125, 672.5604248046875)
(1105.861083984375, 334.9709167480469)	(374.6752624511719, 279.69561767578125)	(739.1567993164062, 672.8837280273438)
(1105.172607421875, 338.32708740234375)	(374.7144775390625, 279.9836730957031)	(738.42578125, 672.9979858398438)
(1104.9105224609375, 339.6166687011719)	(375.0267639160156, 278.7567443847656)	(738.88916015625, 672.203857421875)
(1103.884765625, 342.033203125)	(375.1239013671875, 278.7666931152344)	(738.818359375, 672.1089477539062)
(1102.478759765625, 345.20819091796875)	(374.5673828125, 279.6451721191406)	(738.4136962890625, 672.9334106445312)
(1100.259033203125, 347.3346252441406)	(374.6993408203125, 279.4478759765625)	(737.6749877929688, 672.9246826171875)
(1099.6158447265625, 349.81927490234375)	(376.81329345703125, 279.7657775878906)	(737.9378662109375, 672.8390502929688)
(1097.7086181640625, 351.5954284667969)	(375.1087646484375, 279.58282470703125)	(736.858642578125, 672.77392578125)
(1095.8863525390625, 352.4247131347656)	(373.79595947265625, 278.980224609375)	(735.7689819335938, 672.641357421875)
(1095.0999755859375, 354.6232604980469)	(373.69598388671875, 278.48095703125)	(735.9501953125, 672.7176513671875)
(1093.078125, 357.183837890625)	(373.83880615234375, 277.661865234375)	(735.7947387695312, 672.1029663085938)
(1092.1605224609375, 358.4828796386719)	(372.5773620605469, 277.22686767578125)	(735.292724609375, 672.2882690429688)
(1090.899169921875, 359.47808837890625)	(371.0528259277344, 277.068359375)	(734.4020385742188, 672.4261474609375)
(1089.4443359375, 360.4589538574219)	(372.0224914550781, 277.51171875)	(734.4960327148438, 672.8530883789062)
(1088.819580078125, 361.5302429199219)	(370.0874328613281, 277.4263610839844)	(734.189697265625, 672.4484252929688)
(1087.912841796875, 362.7031555175781)	(370.7021789550781, 277.2242126464844)	(733.8963623046875, 673.0260620117188)
(1086.4976806640625, 363.58306884765625)	(369.53857421875, 275.4743957519531)	(733.0557250976562, 672.7985229492188)
(1085.853759765625, 364.90289306640625)	(369.65472412109375, 275.8582763671875)	(733.40966796875, 673.0902709960938)
(1085.68310546875, 366.717529296875)	(369.8495178222656, 276.1107482910156)	(733.7474975585938, 674.5455932617188)
(1085.90869140625, 365.73077392578125)	(370.36517333984375, 275.7704772949219)	(734.2826538085938, 671.795166015625)
(1084.9105224609375, 366.1871032714844)	(368.7791748046875, 276.34033203125)	(734.026123046875, 673.8003540039062)
(1084.3817138671875, 366.01202392578125)	(369.40826416015625, 275.8468322753906)	(733.7761840820312, 673.5424194335938)
(1083.7017822265625, 366.488525390625)	(369.30535888671875, 276.0318908691406)	(731.6278076171875, 673.1959228515625)
(1084.37451171875, 366.692138671875)	(369.2582702636719, 276.89422607421875)	(731.7877197265625, 672.1355590820312)
(1086.1102294921875, 366.511962890625)	(370.3312072753906, 276.551513671875)	(732.817626953125, 672.2913818359375)
(1088.888671875, 365.677001953125)	(372.2452392578125, 277.2790832519531)	(734.283203125, 672.6911010742188)
(1092.6690673828125, 362.3038024902344)	(373.3582763671875, 275.5976867675781)	(735.5944213867188, 672.054931640625)
(1095.7994384765625, 359.80963134765625)	(374.438232421875, 277.0738830566406)	(735.81396484375, 672.8584594726562)
(1096.6634521484375, 358.5212707519531)	(376.8580017089844, 280.179443359375)	(736.712646484375, 674.2365112304688)
(1099.092041015625, 357.4365539550781)	(380.9924621582031, 282.6023254394531)	(737.2301635742188, 673.8408813476562)
(1103.2469482421875, 354.58258056640625)	(388.1608581542969, 283.8822021484375)	(739.0878295898438, 674.6093139648438)
(1105.0335693359375, 352.4221496582031)	(391.1623840332031, 284.5392150878906)	(738.2399291992188, 674.1892700195312)
(1107.18212890625, 351.1711730957031)	(393.77960205078125, 285.5367431640625)	(738.2310791015625, 675.0006713867188)
(1107.7930908203125, 347.9825744628906)	(395.2236022949219, 286.2411193847656)	(736.6187744140625, 674.1156616210938)
(1109.9658203125, 345.72174072265625)	(397.498779296875, 288.74468994140625)	(738.7793579101562, 675.2101440429688)
(1110.0384521484375, 343.3703918457031)	(396.9371643066406, 290.7047119140625)	(738.8856201171875, 674.2755737304688)
(1111.4146728515625, 341.99365234375)	(400.0980529785156, 293.212890625)	(741.4290771484375, 674.15966796875)
(1111.8682861328125, 338.56829833984375)	(403.18603515625, 294.63348388671875)	(741.7692260742188, 674.9904174804688)
(1112.6160888671875, 336.44195556640625)	(402.0408630371094, 293.9693908691406)	(740.3987426757812, 673.620361328125)
(1112.48095703125, 333.3739013671875)	(402.2471008300781, 293.9952697753906)	(738.7888793945312, 672.5947265625)
(1113.10693359375, 329.8266906738281)	(404.9178466796875, 294.39068603515625)	(738.259521484375, 672.0201416015625)
(1112.9803466796875, 327.4435729980469)	(406.8222351074219, 295.9207458496094)	(737.68798828125, 671.50341796875)
(1112.6561279296875, 325.80084228515625)	(406.6094055175781, 297.7765197753906)	(738.9686279296875, 672.3319702148438)
(1109.80078125, 323.7120361328125)	(404.8500061035156, 300.5340881347656)	(738.534423828125, 673.1138305664062)
(1108.3759765625, 321.50140380859375)	(404.7515869140625, 302.3435974121094)	(738.5863647460938, 673.66845703125)
(1108.1563720703125, 318.6741027832031)	(403.72479248046875, 303.9625549316406)	(738.6039428710938, 672.9094848632812)
(1106.9193115234375, 318.06781005859375)	(403.2727355957031, 307.4921875)	(738.8892211914062, 673.6283569335938)
(1104.314453125, 317.2648620605469)	(404.0943908691406, 311.3943176269531)	(737.6282348632812, 674.2589721679688)
(1101.4677734375, 315.90338134765625)	(406.4840393066406, 314.7896728515625)	(737.1791381835938, 675.6947631835938)
(1099.5565185546875, 316.0277099609375)	(411.1045227050781, 318.9809265136719)	(737.4349365234375, 675.5557250976562)
(1096.1312255859375, 314.642333984375)	(410.9293518066406, 322.3948669433594)	(733.9949951171875, 674.5662841796875)
(1093.621337890625, 312.8153076171875)	(413.0750427246094, 326.83697509765625)	(733.5520629882812, 675.137451171875)
(1093.784912109375, 309.5451965332031)	(415.59893798828125, 329.10491943359375)	(732.6575317382812, 675.1246337890625)
(1095.5072021484375, 309.8470764160156)	(419.0033264160156, 335.0042724609375)	(733.3463745117188, 675.591796875)
(1097.6943359375, 307.76263427734375)	(425.322998046875, 336.39013671875)	(737.1832885742188, 675.1347045898438)
(1095.59326171875, 305.5870056152344)	(427.0127868652344, 338.80859375)	(737.054931640625, 673.8577270507812)
(1090.2227783203125, 304.8322448730469)	(427.4568176269531, 342.27630615234375)	(734.153564453125, 673.7587890625)
(1085.3773193359375, 302.4860534667969)	(428.6120300292969, 344.710205078125)	(731.340087890625, 673.5646362304688)
(1083.77099609375, 300.8773498535156)	(433.4979248046875, 347.5921325683594)	(732.8555908203125, 674.623779296875)
(1082.3587646484375, 299.3028564453125)	(438.704345703125, 351.13726806640625)	(733.8961181640625, 673.7347412109375)
(1081.71728515625, 297.1482238769531)	(443.8861389160156, 354.61566162109375)	(735.09716796875, 672.0742797851562)
(1081.1134033203125, 295.2024841308594)	(449.4844665527344, 357.1872253417969)	(736.3422241210938, 671.0836791992188)
(1086.762451171875, 294.2845458984375)	(455.0306091308594, 360.8453369140625)	(739.672119140625, 669.7839965820312)
(1089.97021484375, 295.87408447265625)	(459.5531005859375, 366.65264892578125)	(742.03369140625, 670.0397338867188)
(1091.03515625, 296.6362609863281)	(460.9458312988281, 368.7581481933594)	(742.8341674804688, 669.8154296875)
(1090.1358642578125, 297.3406066894531)	(460.25311279296875, 371.1853332519531)	(740.7510375976562, 671.8593139648438)
(1085.2537841796875, 297.4199523925781)	(459.346435546875, 374.17218017578125)	(738.3018798828125, 672.6011352539062)
(1084.806396484375, 296.76324462890625)	(464.55621337890625, 376.5603332519531)	(738.96533203125, 672.1605224609375)
(1081.83349609375, 298.6040344238281)	(466.02130126953125, 381.5704345703125)	(737.2794799804688, 672.8410034179688)
(1081.736572265625, 299.59173583984375)	(468.1080017089844, 385.0515441894531)	(735.6624755859375, 672.6943969726562)
(1080.7547607421875, 298.8533630371094)	(471.0231018066406, 386.75048828125)	(734.2653198242188, 671.342529296875)
(1078.0986328125, 298.3294372558594)	(471.67755126953125, 390.0632629394531)	(732.9461669921875, 672.1185913085938)
(1078.4691162109375, 299.75030517578125)	(472.8592529296875, 394.8905334472656)	(733.7816162109375, 674.6158447265625)
(1078.300537109375, 301.1017150878906)	(475.614501953125, 398.38592529296875)	(732.6703491210938, 674.975341796875)
(1076.45361328125, 301.04571533203125)	(475.180908203125, 401.61468505859375)	(731.2235717773438, 674.3305053710938)
(1076.0029296875, 301.1078186035156)	(480.5180969238281, 405.98974609375)	(733.0618286132812, 673.3191528320312)
(1072.6590576171875, 303.28704833984375)	(482.1278076171875, 411.5673828125)	(733.2215576171875, 675.2723999023438)
(1071.27197265625, 303.2359924316406)	(484.0197448730469, 415.0599365234375)	(733.0366821289062, 674.9525756835938)
(1073.72900390625, 300.533447265625)	(486.8651428222656, 415.719970703125)	(733.9041137695312, 672.6315307617188)
