epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
56,813.911,0.53127,0.54233,0.92022,0.86669,0.82159,0.84934,0.73303,0.57806,0.74213,0.86334,0.000569375,0.000569375,0.000569375
57,823.978,0.52619,0.55621,0.92108,0.88146,0.86011,0.86339,0.75131,0.56582,0.66611,0.88076,0.000557,0.000557,0.000557
58,834.17,0.51179,0.52849,0.92141,0.88855,0.86115,0.88224,0.7576,0.58302,0.61501,0.88906,0.000544625,0.000544625,0.000544625
59,844.236,0.5268,0.53938,0.91964,0.86514,0.8335,0.84785,0.73178,0.58315,0.69423,0.88324,0.00053225,0.00053225,0.00053225
60,854.388,0.53201,0.55708,0.92761,0.86795,0.87907,0.87651,0.75982,0.55412,0.62036,0.86139,0.000519875,0.000519875,0.000519875
61,865.086,0.52059,0.51715,0.91154,0.88304,0.83157,0.86966,0.75121,0.5583,0.66167,0.87497,0.0005075,0.0005075,0.0005075
62,876.106,0.52374,0.54079,0.92224,0.89087,0.85331,0.87751,0.75429,0.58497,0.63149,0.85946,0.000495125,0.000495125,0.000495125
63,886.988,0.50717,0.52936,0.91022,0.88065,0.83116,0.87067,0.75681,0.54517,0.66364,0.85907,0.00048275,0.00048275,0.00048275
64,897.95,0.51618,0.53108,0.91678,0.88519,0.8289,0.86006,0.74793,0.5642,0.71391,0.87215,0.000470375,0.000470375,0.000470375
65,908.89,0.51387,0.54414,0.92066,0.87456,0.83497,0.84675,0.73961,0.55608,0.71436,0.85927,0.000458,0.000458,0.000458
66,919.91,0.50445,0.50848,0.91199,0.86798,0.83536,0.85764,0.75178,0.5471,0.69412,0.86302,0.000445625,0.000445625,0.000445625
67,930.861,0.49711,0.49845,0.91111,0.89033,0.84795,0.87006,0.76257,0.54977,0.67648,0.86271,0.00043325,0.00043325,0.00043325
68,941.924,0.50262,0.533,0.92357,0.87446,0.84841,0.86893,0.75779,0.54098,0.66593,0.85664,0.000420875,0.000420875,0.000420875
69,953.59,0.50781,0.50994,0.90939,0.8526,0.8418,0.86817,0.76462,0.54357,0.68894,0.85667,0.0004085,0.0004085,0.0004085
70,964.56,0.49351,0.52183,0.91611,0.85552,0.85622,0.86993,0.76158,0.53744,0.65189,0.85781,0.000396125,0.000396125,0.000396125
71,975.571,0.49445,0.50202,0.90724,0.90406,0.84284,0.88379,0.77201,0.54305,0.65499,0.85919,0.00038375,0.00038375,0.00038375
72,986.701,0.4894,0.49521,0.90296,0.88196,0.83513,0.86847,0.75625,0.5497,0.67374,0.85241,0.000371375,0.000371375,0.000371375
73,997.643,0.49728,0.50657,0.91661,0.87282,0.84709,0.86257,0.73666,0.59855,0.6968,0.86351,0.000359,0.000359,0.000359
74,1008.68,0.48289,0.50019,0.90709,0.89877,0.85142,0.87642,0.76709,0.52721,0.6376,0.8461,0.000346625,0.000346625,0.000346625
75,1019.53,0.48802,0.47974,0.90154,0.9086,0.84985,0.87697,0.7694,0.53191,0.67345,0.85022,0.00033425,0.00033425,0.00033425
76,1030.47,0.48385,0.49459,0.90331,0.88818,0.85621,0.86411,0.75767,0.52966,0.6715,0.83899,0.000321875,0.000321875,0.000321875
77,1041.59,0.48561,0.4719,0.90186,0.87461,0.85088,0.86706,0.75235,0.56003,0.67956,0.85217,0.0003095,0.0003095,0.0003095
78,1052.64,0.48389,0.47787,0.90377,0.85134,0.87161,0.87235,0.75902,0.51913,0.65037,0.84288,0.000297125,0.000297125,0.000297125
79,1063.74,0.48141,0.49999,0.9107,0.89972,0.85793,0.87761,0.76502,0.50903,0.66164,0.84039,0.00028475,0.00028475,0.00028475
80,1076.91,0.47779,0.48802,0.90309,0.9082,0.85393,0.87559,0.76475,0.53735,0.66035,0.85457,0.000272375,0.000272375,0.000272375
81,1089.8,0.46991,0.48159,0.90557,0.88122,0.86681,0.87705,0.76517,0.54418,0.70357,0.86195,0.00026,0.00026,0.00026
82,1102.78,0.46538,0.49546,0.90867,0.8916,0.84321,0.88261,0.76636,0.54348,0.65251,0.85167,0.000247625,0.000247625,0.000247625
83,1115.77,0.46471,0.45971,0.89811,0.84846,0.86012,0.86998,0.76079,0.51576,0.66905,0.84059,0.00023525,0.00023525,0.00023525
84,1128.81,0.45878,0.44904,0.89432,0.88729,0.83713,0.87309,0.7653,0.53271,0.66981,0.84395,0.000222875,0.000222875,0.000222875
85,1141.79,0.46267,0.46288,0.89666,0.89962,0.83724,0.87818,0.76855,0.52312,0.66433,0.84093,0.0002105,0.0002105,0.0002105
86,1154.65,0.46255,0.45425,0.8965,0.87219,0.8575,0.87357,0.7634,0.52878,0.68673,0.84904,0.000198125,0.000198125,0.000198125
87,1167.77,0.45993,0.46712,0.8976,0.87736,0.87125,0.87532,0.77441,0.50865,0.67615,0.84484,0.00018575,0.00018575,0.00018575
88,1563.24,0.45753,0.46613,0.89938,0.8964,0.86433,0.87775,0.7713,0.53009,0.68559,0.8486,0.000173375,0.000173375,0.000173375
89,1572.59,0.45736,0.45824,0.89418,0.89052,0.8636,0.87898,0.77177,0.53536,0.67513,0.85172,0.000161,0.000161,0.000161
90,1581.3,0.45399,0.44621,0.89511,0.88609,0.85195,0.87876,0.77074,0.5145,0.67136,0.84779,0.000148625,0.000148625,0.000148625
91,1620.99,0.51956,0.44188,0.87013,0.89058,0.87087,0.88136,0.7654,0.53041,0.65733,0.85853,0.00013625,0.00013625,0.00013625
92,1629.37,0.50134,0.4079,0.86712,0.87208,0.88571,0.88986,0.78335,0.52799,0.63643,0.85177,0.000123875,0.000123875,0.000123875
93,1637.68,0.49373,0.39173,0.86293,0.88916,0.86661,0.88728,0.78042,0.53068,0.62824,0.85088,0.0001115,0.0001115,0.0001115
94,1645.99,0.49368,0.38971,0.86573,0.88926,0.86564,0.87406,0.76554,0.52746,0.64395,0.85099,9.9125e-05,9.9125e-05,9.9125e-05
95,1654.42,0.48158,0.37092,0.85483,0.87477,0.8602,0.87872,0.76872,0.53891,0.63776,0.85658,8.675e-05,8.675e-05,8.675e-05
96,1662.74,0.48514,0.37541,0.85413,0.89436,0.84948,0.88173,0.76891,0.50907,0.62317,0.84749,7.4375e-05,7.4375e-05,7.4375e-05
97,1671.02,0.49039,0.38141,0.8637,0.8918,0.85271,0.88206,0.76813,0.53076,0.64585,0.84969,6.2e-05,6.2e-05,6.2e-05
98,1679.36,0.48304,0.37207,0.86174,0.86572,0.87456,0.88158,0.7732,0.53019,0.63655,0.8522,4.9625e-05,4.9625e-05,4.9625e-05
99,1687.72,0.48039,0.37192,0.85614,0.88318,0.87485,0.88445,0.77824,0.52213,0.62957,0.85573,3.725e-05,3.725e-05,3.725e-05
100,1696.06,0.47413,0.36836,0.8598,0.88753,0.8607,0.88579,0.7752,0.52686,0.63798,0.85331,2.4875e-05,2.4875e-05,2.4875e-05
