epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,30.6892,0.63999,2.59134,0.89134,0.7716,0.86296,0.85552,0.77202,0.44874,1.6756,0.8469,0.00036757,0.00036757,0.00036757
2,59.5663,0.54199,1.5214,0.86686,0.59412,0.84279,0.80722,0.7235,0.4534,0.99481,0.85533,0.000730598,0.000730598,0.000730598
3,87.6503,0.55418,1.22955,0.88478,0.75013,0.92344,0.86145,0.76162,0.48506,0.85001,0.87561,0.00108629,0.00108629,0.00108629
4,115.451,0.5416,0.99126,0.87773,0.79543,0.92046,0.87935,0.79726,0.44505,0.79683,0.85408,0.001078,0.001078,0.001078
5,143.294,0.52144,0.87696,0.87437,0.78411,0.9296,0.95149,0.87371,0.40347,0.65176,0.83515,0.001067,0.001067,0.001067
6,171.237,0.50225,0.77952,0.86365,0.87008,0.92901,0.95685,0.87653,0.41784,0.58525,0.84389,0.00105601,0.00105601,0.00105601
7,199.121,0.4962,0.70363,0.86092,0.85692,0.92259,0.96712,0.88909,0.41404,0.51537,0.83662,0.00104501,0.00104501,0.00104501
8,226.956,0.49102,0.66964,0.85836,0.6614,0.87316,0.88758,0.80747,0.43618,1.30644,0.85102,0.00103401,0.00103401,0.00103401
9,254.93,0.48024,0.66639,0.86618,0.95369,0.93891,0.97858,0.89698,0.4193,0.44425,0.83853,0.00102301,0.00102301,0.00102301
10,282.706,0.48183,0.59217,0.86409,0.74974,0.86892,0.94847,0.86502,0.43162,0.90655,0.85027,0.00101201,0.00101201,0.00101201
11,310.559,0.47176,0.53855,0.86217,0.94639,0.92061,0.97389,0.90332,0.39396,0.40578,0.83172,0.00100101,0.00100101,0.00100101
12,338.39,0.45755,0.55319,0.8579,0.93533,0.91791,0.98377,0.90949,0.40562,0.44383,0.83561,0.000990012,0.000990012,0.000990012
13,366.266,0.45326,0.51477,0.8518,0.84065,0.95556,0.97359,0.89816,0.39605,0.50186,0.83824,0.000979013,0.000979013,0.000979013
14,394.242,0.46098,0.51967,0.85091,0.95445,0.93185,0.98078,0.91098,0.37813,0.36825,0.82735,0.000968014,0.000968014,0.000968014
15,421.997,0.45793,0.5102,0.85527,0.95841,0.96533,0.98796,0.91337,0.39172,0.33175,0.8273,0.000957015,0.000957015,0.000957015
16,449.829,0.46207,0.47781,0.85488,0.88966,0.8861,0.95945,0.89441,0.37676,0.62259,0.82805,0.000946016,0.000946016,0.000946016
17,477.823,0.44739,0.4824,0.85237,0.97316,0.95345,0.98929,0.91952,0.37608,0.33118,0.82263,0.000935018,0.000935018,0.000935018
18,505.478,0.44134,0.46838,0.85031,0.89075,0.95228,0.98461,0.92087,0.37275,0.38003,0.82358,0.000924019,0.000924019,0.000924019
19,533.411,0.44584,0.47242,0.84779,0.91598,0.91327,0.97541,0.90905,0.37562,0.42687,0.8243,0.00091302,0.00091302,0.00091302
20,561.306,0.43835,0.46067,0.84837,0.88901,0.9187,0.98143,0.91198,0.38993,0.44096,0.82895,0.000902021,0.000902021,0.000902021
21,589.182,0.44745,0.44179,0.84705,0.8851,0.94893,0.9882,0.91641,0.38439,0.42798,0.82619,0.000891022,0.000891022,0.000891022
22,617.165,0.45024,0.46986,0.85178,0.97053,0.95815,0.98769,0.92604,0.37049,0.32807,0.82387,0.000880023,0.000880023,0.000880023
23,645.098,0.42495,0.42318,0.84515,0.86433,0.91845,0.98548,0.92005,0.38616,0.60862,0.82394,0.000869024,0.000869024,0.000869024
24,672.979,0.43318,0.40646,0.84731,0.90436,0.89001,0.97879,0.91332,0.36666,0.4903,0.824,0.000858025,0.000858025,0.000858025
25,700.836,0.44443,0.4099,0.85375,0.96821,0.9736,0.99035,0.92643,0.37402,0.28776,0.82302,0.000847026,0.000847026,0.000847026
26,728.696,0.43759,0.40551,0.84883,0.91776,0.93285,0.96783,0.90235,0.3701,0.44855,0.82652,0.000836027,0.000836027,0.000836027
27,756.748,0.43988,0.43343,0.84981,0.96791,0.95852,0.9865,0.91615,0.37847,0.30523,0.8273,0.000825029,0.000825029,0.000825029
28,784.57,0.43311,0.38664,0.84414,0.89289,0.93038,0.98147,0.9122,0.38138,0.49117,0.82408,0.00081403,0.00081403,0.00081403
29,812.516,0.42723,0.38276,0.84811,0.96971,0.96631,0.99225,0.92259,0.36974,0.26159,0.82098,0.000803031,0.000803031,0.000803031
30,840.363,0.42821,0.39518,0.84535,0.97589,0.97472,0.99073,0.92729,0.38343,0.26288,0.83211,0.000792032,0.000792032,0.000792032
