epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,155.611,0.78628,0.53818,0.90563,0.8767,0.76992,0.85393,0.57156,0.76549,0.50912,0.88924,0.00109531,0.00109531,0.00109531
17,165.215,0.81071,0.56905,0.91362,0.85145,0.77414,0.81816,0.54148,0.71797,0.50402,0.89441,0.001085,0.001085,0.001085
18,174.882,0.78647,0.52096,0.90025,0.89808,0.84299,0.88328,0.62534,0.67094,0.46594,0.87372,0.00107469,0.00107469,0.00107469
19,184.505,0.78836,0.51346,0.89511,0.85735,0.85543,0.86942,0.6364,0.6408,0.41857,0.86615,0.00106437,0.00106437,0.00106437
20,194.092,0.75327,0.50382,0.89563,0.81906,0.7965,0.83085,0.54257,0.77611,0.46467,0.87845,0.00105406,0.00105406,0.00105406
21,203.613,0.77222,0.49988,0.89303,0.90248,0.8324,0.85908,0.57359,0.7105,0.45521,0.88093,0.00104375,0.00104375,0.00104375
22,213.194,0.77561,0.50906,0.9021,0.88916,0.83517,0.8637,0.58139,0.72996,0.47486,0.87027,0.00103344,0.00103344,0.00103344
23,222.728,0.76083,0.51947,0.89239,0.87194,0.8208,0.86337,0.59854,0.70756,0.44575,0.88239,0.00102312,0.00102312,0.00102312
24,232.335,0.77155,0.50922,0.8993,0.86782,0.85062,0.88008,0.62176,0.6591,0.41309,0.87736,0.00101281,0.00101281,0.00101281
25,241.955,0.74979,0.47731,0.8888,0.86979,0.81143,0.86023,0.63052,0.659,0.41574,0.8728,0.0010025,0.0010025,0.0010025
26,251.546,0.76106,0.47528,0.88786,0.89147,0.83076,0.87671,0.60693,0.7041,0.43174,0.859,0.000992188,0.000992188,0.000992188
27,261.212,0.74859,0.48657,0.89491,0.84976,0.88036,0.895,0.62066,0.65099,0.42021,0.86227,0.000981875,0.000981875,0.000981875
28,270.916,0.76693,0.49818,0.90039,0.89751,0.78891,0.87919,0.62784,0.64386,0.40251,0.87455,0.000971562,0.000971562,0.000971562
29,280.49,0.76108,0.4878,0.89412,0.86243,0.83604,0.8774,0.60968,0.66986,0.42807,0.87557,0.00096125,0.00096125,0.00096125
30,290.07,0.7286,0.45094,0.88195,0.82872,0.82156,0.85718,0.60743,0.6682,0.4506,0.85722,0.000950937,0.000950937,0.000950937
31,299.843,0.74281,0.47224,0.88919,0.84781,0.82858,0.86576,0.5855,0.75682,0.46393,0.8637,0.000940625,0.000940625,0.000940625
32,309.484,0.73905,0.45684,0.88725,0.86608,0.8044,0.86428,0.61364,0.63984,0.41928,0.8643,0.000930313,0.000930313,0.000930313
33,319.117,0.7069,0.4455,0.87219,0.88742,0.78036,0.86559,0.61983,0.65185,0.41035,0.86154,0.00092,0.00092,0.00092
34,328.863,0.72759,0.47587,0.89053,0.91873,0.78408,0.83588,0.57911,0.6531,0.44386,0.87057,0.000909688,0.000909688,0.000909688
35,338.433,0.72807,0.44005,0.88122,0.87272,0.79921,0.86587,0.6077,0.70575,0.42738,0.86642,0.000899375,0.000899375,0.000899375
36,348.01,0.71253,0.45195,0.88776,0.83884,0.8184,0.86892,0.63208,0.61162,0.43919,0.86316,0.000889062,0.000889062,0.000889062
37,357.562,0.70377,0.45791,0.87322,0.87693,0.83439,0.88022,0.60122,0.72191,0.42392,0.87659,0.00087875,0.00087875,0.00087875
38,367.169,0.72018,0.44952,0.88717,0.90614,0.8011,0.88325,0.63986,0.60506,0.41417,0.86653,0.000868437,0.000868437,0.000868437
39,376.774,0.7134,0.4404,0.87877,0.88771,0.79215,0.87335,0.6387,0.64841,0.41787,0.87793,0.000858125,0.000858125,0.000858125
40,386.358,0.71376,0.44419,0.88562,0.87916,0.80909,0.87701,0.6331,0.64726,0.41621,0.86603,0.000847813,0.000847813,0.000847813
41,395.874,0.69545,0.4406,0.88528,0.90635,0.7833,0.86428,0.58794,0.69284,0.41031,0.85671,0.0008375,0.0008375,0.0008375
42,405.436,0.68836,0.41745,0.86426,0.87748,0.82417,0.87932,0.64997,0.62118,0.41705,0.86506,0.000827187,0.000827187,0.000827187
43,415.11,0.69024,0.44197,0.884,0.9157,0.7986,0.89241,0.63964,0.63188,0.38666,0.86172,0.000816875,0.000816875,0.000816875
44,424.622,0.6853,0.41895,0.8714,0.88324,0.82589,0.88561,0.65046,0.61753,0.41812,0.86463,0.000806562,0.000806562,0.000806562
45,434.229,0.69907,0.44582,0.88071,0.88203,0.78061,0.87474,0.63871,0.61081,0.37129,0.84759,0.00079625,0.00079625,0.00079625
46,443.667,0.68704,0.41484,0.87049,0.90471,0.81495,0.89315,0.67214,0.57582,0.38169,0.85232,0.000785938,0.000785938,0.000785938
47,453.398,0.6916,0.41716,0.87279,0.9017,0.80354,0.8781,0.65892,0.5981,0.36686,0.85324,0.000775625,0.000775625,0.000775625
48,462.987,0.67218,0.41759,0.87513,0.8868,0.81857,0.87333,0.62132,0.68061,0.41335,0.87077,0.000765313,0.000765313,0.000765313
49,472.639,0.68534,0.41978,0.87354,0.90533,0.81428,0.88986,0.65654,0.5757,0.36313,0.84364,0.000755,0.000755,0.000755
50,482.305,0.68724,0.41284,0.86143,0.8553,0.82797,0.89245,0.63486,0.59389,0.37347,0.84603,0.000744688,0.000744688,0.000744688
51,492.102,0.66434,0.41859,0.86779,0.89118,0.80943,0.88246,0.65518,0.58757,0.37077,0.84968,0.000734375,0.000734375,0.000734375
52,501.759,0.67041,0.41381,0.87064,0.88602,0.86243,0.89924,0.69221,0.54505,0.38086,0.85351,0.000724062,0.000724062,0.000724062
53,511.376,0.66178,0.39784,0.86407,0.88878,0.8447,0.88593,0.66832,0.55276,0.36139,0.84186,0.00071375,0.00071375,0.00071375
54,520.888,0.66068,0.40441,0.87356,0.91936,0.79834,0.89454,0.66111,0.56783,0.38345,0.84966,0.000703437,0.000703437,0.000703437
55,530.591,0.68176,0.42135,0.8761,0.90058,0.7977,0.91021,0.70413,0.56251,0.34273,0.8498,0.000693125,0.000693125,0.000693125
56,540.217,0.66292,0.39453,0.86891,0.91538,0.79478,0.86849,0.64301,0.59124,0.44015,0.85883,0.000682813,0.000682813,0.000682813
57,549.88,0.65717,0.4025,0.86595,0.91269,0.80047,0.89486,0.67046,0.55768,0.36469,0.85048,0.0006725,0.0006725,0.0006725
58,559.59,0.65286,0.39566,0.86675,0.92338,0.78486,0.87995,0.66519,0.54373,0.36492,0.84224,0.000662188,0.000662188,0.000662188
59,569.206,0.6568,0.39396,0.87214,0.89542,0.78255,0.88247,0.65365,0.58448,0.37044,0.8602,0.000651875,0.000651875,0.000651875
60,578.748,0.64957,0.38635,0.86061,0.91658,0.79312,0.89879,0.67679,0.56197,0.3673,0.85125,0.000641562,0.000641562,0.000641562
61,588.37,0.64596,0.38756,0.85834,0.91475,0.76067,0.84792,0.6229,0.5932,0.42576,0.85378,0.00063125,0.00063125,0.00063125
62,597.931,0.63401,0.39026,0.85753,0.89966,0.81533,0.89741,0.67509,0.55566,0.37791,0.85155,0.000620938,0.000620938,0.000620938
63,607.484,0.62816,0.37605,0.85605,0.88315,0.86323,0.91077,0.68953,0.55542,0.34762,0.85153,0.000610625,0.000610625,0.000610625
64,617.162,0.64366,0.38821,0.8591,0.88342,0.82594,0.9069,0.71675,0.51252,0.34937,0.84888,0.000600313,0.000600313,0.000600313
65,626.812,0.64367,0.39837,0.86738,0.92971,0.79787,0.90634,0.70535,0.55132,0.35059,0.85865,0.00059,0.00059,0.00059
66,636.472,0.62324,0.37316,0.85665,0.90334,0.73854,0.84786,0.65226,0.57677,0.47927,0.85364,0.000579688,0.000579688,0.000579688
67,646.123,0.60917,0.36807,0.86002,0.92833,0.79668,0.88801,0.67422,0.54641,0.37494,0.84896,0.000569375,0.000569375,0.000569375
68,655.774,0.62157,0.37674,0.85692,0.89968,0.82079,0.89167,0.68875,0.56227,0.38638,0.85387,0.000559062,0.000559062,0.000559062
69,665.341,0.61618,0.36318,0.8613,0.89578,0.79758,0.87147,0.67196,0.56755,0.40561,0.85449,0.00054875,0.00054875,0.00054875
70,674.946,0.60761,0.36525,0.86023,0.87121,0.84336,0.90027,0.68033,0.56109,0.36362,0.85512,0.000538438,0.000538438,0.000538438
71,684.499,0.61387,0.3597,0.8569,0.89313,0.85363,0.90888,0.66816,0.56475,0.32976,0.85498,0.000528125,0.000528125,0.000528125
72,694.067,0.60189,0.35673,0.85751,0.87727,0.81986,0.89636,0.67689,0.5701,0.35398,0.8599,0.000517813,0.000517813,0.000517813
73,703.804,0.58711,0.3522,0.84649,0.88056,0.83469,0.90958,0.69865,0.52185,0.31508,0.85842,0.0005075,0.0005075,0.0005075
74,713.547,0.58967,0.35696,0.856,0.87648,0.82867,0.90286,0.68331,0.54324,0.36214,0.84882,0.000497188,0.000497188,0.000497188
75,723.326,0.61024,0.36578,0.86004,0.87004,0.82915,0.89236,0.6766,0.54029,0.35125,0.84945,0.000486875,0.000486875,0.000486875
76,732.932,0.59055,0.34089,0.85148,0.9212,0.79454,0.89629,0.69661,0.51291,0.31704,0.84768,0.000476562,0.000476562,0.000476562
77,742.985,0.59582,0.35349,0.85501,0.86126,0.86392,0.91072,0.71448,0.5352,0.3611,0.8503,0.00046625,0.00046625,0.00046625
78,753.258,0.59783,0.35595,0.8528,0.91179,0.81796,0.9083,0.71352,0.54488,0.34137,0.8402,0.000455937,0.000455937,0.000455937
79,763.715,0.59466,0.33628,0.85162,0.9163,0.80451,0.9009,0.68895,0.56958,0.35342,0.85297,0.000445625,0.000445625,0.000445625
80,774.215,0.58182,0.33866,0.84863,0.91011,0.78015,0.87927,0.66859,0.55551,0.34301,0.84816,0.000435312,0.000435312,0.000435312
81,784.754,0.57413,0.35338,0.8516,0.90346,0.80055,0.89945,0.69827,0.54576,0.34677,0.84769,0.000425,0.000425,0.000425
82,795.243,0.5806,0.34367,0.85244,0.91119,0.79872,0.90101,0.7113,0.52822,0.3406,0.85392,0.000414688,0.000414688,0.000414688
83,805.711,0.58319,0.34501,0.85414,0.88803,0.80484,0.89162,0.71053,0.50039,0.34447,0.84364,0.000404375,0.000404375,0.000404375
84,816.104,0.57342,0.33012,0.84665,0.89882,0.79949,0.88921,0.69245,0.50951,0.34415,0.84598,0.000394063,0.000394063,0.000394063
85,826.549,0.56555,0.3332,0.85095,0.91286,0.81689,0.90733,0.70493,0.51555,0.32677,0.85014,0.00038375,0.00038375,0.00038375
86,837.151,0.57257,0.34159,0.85365,0.89953,0.79463,0.8735,0.69327,0.48028,0.34472,0.84081,0.000373437,0.000373437,0.000373437
87,847.683,0.57328,0.33956,0.84465,0.88668,0.82665,0.90017,0.69614,0.51474,0.32113,0.84358,0.000363125,0.000363125,0.000363125
88,858.461,0.56408,0.33698,0.85202,0.91691,0.8038,0.89489,0.69677,0.51537,0.32948,0.84974,0.000352812,0.000352812,0.000352812
89,869.286,0.55611,0.33216,0.84868,0.90738,0.79215,0.89384,0.70507,0.52206,0.3474,0.85726,0.0003425,0.0003425,0.0003425
90,879.792,0.55147,0.32463,0.84842,0.8921,0.81314,0.89429,0.69333,0.53301,0.36503,0.8515,0.000332187,0.000332187,0.000332187
91,890.325,0.55061,0.32751,0.84391,0.92622,0.8118,0.90446,0.69468,0.52843,0.3188,0.84408,0.000321875,0.000321875,0.000321875
92,900.766,0.56182,0.33191,0.85004,0.92528,0.80763,0.89547,0.69857,0.51871,0.3114,0.84907,0.000311563,0.000311563,0.000311563
93,911.223,0.54476,0.33189,0.85121,0.93159,0.81169,0.90554,0.71061,0.50462,0.31421,0.8447,0.00030125,0.00030125,0.00030125
94,921.69,0.55246,0.31804,0.84275,0.91919,0.78173,0.89106,0.70202,0.52455,0.33746,0.84609,0.000290937,0.000290937,0.000290937
95,932.075,0.54507,0.31477,0.84867,0.92435,0.79101,0.88955,0.69463,0.49911,0.32021,0.84004,0.000280625,0.000280625,0.000280625
96,942.504,0.5395,0.30343,0.84078,0.91769,0.80336,0.89457,0.70828,0.51739,0.33415,0.84632,0.000270313,0.000270313,0.000270313
97,952.884,0.5309,0.30614,0.84335,0.91652,0.79494,0.89441,0.70934,0.5128,0.31856,0.84483,0.00026,0.00026,0.00026
98,961.312,0.54185,0.31299,0.84585,0.91662,0.80655,0.9053,0.71697,0.49175,0.32114,0.84137,0.000249687,0.000249687,0.000249687
99,969.482,0.52294,0.30414,0.84694,0.92566,0.80218,0.88849,0.71643,0.46988,0.31223,0.84451,0.000239375,0.000239375,0.000239375
100,977.608,0.52649,0.30518,0.84584,0.91165,0.80565,0.90002,0.71064,0.48281,0.32553,0.83908,0.000229063,0.000229063,0.000229063
101,985.746,0.53938,0.31509,0.84804,0.9189,0.80657,0.89693,0.70822,0.48921,0.31423,0.84306,0.00021875,0.00021875,0.00021875
102,993.89,0.51708,0.30046,0.84804,0.90395,0.80509,0.88585,0.71621,0.46917,0.32027,0.83937,0.000208438,0.000208438,0.000208438
103,1002.08,0.54066,0.30847,0.84539,0.91287,0.80393,0.87606,0.69763,0.51269,0.33524,0.84726,0.000198125,0.000198125,0.000198125
104,1010.27,0.52764,0.30501,0.83875,0.92734,0.8016,0.89753,0.71957,0.46863,0.30544,0.83709,0.000187813,0.000187813,0.000187813
105,1018.55,0.52846,0.30322,0.83805,0.92985,0.79705,0.89447,0.73242,0.46545,0.31083,0.83692,0.0001775,0.0001775,0.0001775
106,1026.81,0.51546,0.29876,0.8361,0.91889,0.80888,0.88784,0.72001,0.47182,0.31172,0.83736,0.000167188,0.000167188,0.000167188
107,1035.07,0.5234,0.29999,0.83686,0.91358,0.80653,0.89298,0.71894,0.47205,0.3216,0.83718,0.000156875,0.000156875,0.000156875
108,1044.24,0.51319,0.29656,0.84339,0.91271,0.79504,0.89309,0.71303,0.4698,0.32156,0.83723,0.000146562,0.000146562,0.000146562
109,1055.72,0.51872,0.29823,0.84401,0.93793,0.81334,0.90791,0.73942,0.45906,0.30373,0.83303,0.00013625,0.00013625,0.00013625
110,1067.26,0.51625,0.30461,0.84831,0.92331,0.81121,0.8986,0.72837,0.46888,0.31375,0.83364,0.000125938,0.000125938,0.000125938
111,1109.06,0.5773,0.31406,0.81028,0.91787,0.80727,0.88828,0.7137,0.48392,0.3048,0.83413,0.000115625,0.000115625,0.000115625
112,1120.5,0.56525,0.29494,0.80345,0.92908,0.81152,0.88779,0.71258,0.49455,0.3293,0.83957,0.000105312,0.000105312,0.000105312
113,1129.36,0.55609,0.29456,0.80683,0.91853,0.80637,0.90157,0.71671,0.48593,0.32386,0.83736,9.5e-05,9.5e-05,9.5e-05
114,1137.47,0.55087,0.28472,0.80434,0.92076,0.81432,0.90359,0.71476,0.47751,0.32584,0.8371,8.46875e-05,8.46875e-05,8.46875e-05
115,1145.62,0.53802,0.28059,0.80047,0.91783,0.80905,0.89843,0.71534,0.4726,0.32641,0.83421,7.4375e-05,7.4375e-05,7.4375e-05
116,1153.68,0.54201,0.28215,0.80069,0.92153,0.80851,0.89664,0.71502,0.48967,0.33079,0.83661,6.40625e-05,6.40625e-05,6.40625e-05
117,1161.73,0.52194,0.27337,0.7957,0.9311,0.81168,0.90869,0.72856,0.45949,0.31987,0.83243,5.375e-05,5.375e-05,5.375e-05
118,1169.74,0.53686,0.27771,0.80179,0.92809,0.80659,0.90451,0.71787,0.47216,0.31711,0.83248,4.34375e-05,4.34375e-05,4.34375e-05
119,1177.92,0.52622,0.27582,0.79747,0.93608,0.80692,0.90442,0.72174,0.47328,0.31521,0.834,3.3125e-05,3.3125e-05,3.3125e-05
120,1186.05,0.527,0.27116,0.80167,0.93818,0.8087,0.90864,0.72757,0.46021,0.30878,0.83236,2.28125e-05,2.28125e-05,2.28125e-05
